,QuestionNumber,Question,Url,Type
107,107,could anyone give me info about pradaxa? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20111024184801AADBMgi,G
108,108,can you eat too much ginseng? | yahoo answers | is too much ginseng bad for your body?,https://answers.yahoo.com/question/index?qid=20070130104142AAGpIPU,P
109,109,"has your coumadin ever caused you to spit up blood? | yahoo answers | my inr went to 3.3 and i went to the er because i was spitting up a small amount of blood.   i have previous pe's and breast cancer.   an inr of 3.3 doesn't seem high enough to be causing this, does it?",https://answers.yahoo.com/question/index?qid=20080804212552AAz8r5V,P
110,110,will overdosing on blood thinners cause leg pain? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20130330160655AASHYBr,P
111,111,"what does aspirin,heparin,and warfarin exactly do in management of our blood.. | yahoo answers | in consideration of bleeding and thrombosis...",https://answers.yahoo.com/question/index?qid=20080804093657AAaXwCp,P
112,112,"could ginkgo biloba be used as a comparable supplement for coumadin? | yahoo answers | i'm currently on coumadin (wafarin) from multiple pulmonary emboli in january and i really, really hate the fact that i have to use such an unnatural thing like coumadin, which is essentially rat poisoning. i try to live a fairly organic lifestyle and want to know if anyone has tried/knows if taking ginkgo...",https://answers.yahoo.com/question/index?qid=20100321132337AACwEXe,P
113,113,aside from aspirin what can be done to prevent blood clots in people who are highly susceptible to them? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20080318142153AAtkVpr,G
114,114,"swelling on left side of neck below jaw causes? | yahoo answers | i have been battling a series of infections lately. the first was mild uti for which i was given 3 days worth of 250mg cipro antibiotic, then less than 2 weeks after that happened i had fever chills nausea and dark urine so i went to the hospital as it was a weekend and was told i had a kidney infection for which...",https://answers.yahoo.com/question/index?qid=20130615215943AASS2QA,P
115,115,"i take warfarin for a valve replacement and other medicines to keep my heart in rythym, i cant sleep at night! | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20080513174721AAYeFyu,P
116,116,"question about cranberry juice? | yahoo answers | whenever i buy some, which is usually 3 bottles per month, which contains 64 ounces, i tend to drink them all quickly. i drink about 4 cups a day, with at least 10-12 ounces per cup. i was just wondering if too much can actually do you bad? what does cranberry juice do for you?",https://answers.yahoo.com/question/index?qid=20100608141822AAqkW7l,P
117,117,what meds cause glaucoma? | yahoo answers | does anyone know if any of the following meds can cause glaucoma? prograf cellcept warfarin levothyroxin cozaar lisinopril ferrous sulfate procrit,https://answers.yahoo.com/question/index?qid=20090708074802AAmi8Jl,P
118,118,if you take antibiotics and you get a real bad headache from it would you stop? | yahoo answers | the medicine is call erythromycin base 500,https://answers.yahoo.com/question/index?qid=20080824170751AA4oWys,P
119,119,"my husband had a heart attack need some advise ? | yahoo answers | after his heart attack he has been put on metoprolol ,plavix, enalapril, simvastatin, warfarin. his attack happened 8 weeks ago and he has just started back to work 4 days ago. during the day he is so tired and exhausted and he can't sleep at night. now that he is back to work he is worried that it will effect...",https://answers.yahoo.com/question/index?qid=20080724164224AAskQDX,P
120,120,"hey...can anyone help me here with my case study, im a med student and not too sure of this question...? | yahoo answers | patient is on a constant dose of warfarin, he's diagnosed with tb, and prescribed rifampicin at the same time as the warfarin. patient experiences gum bleeding. after six months of treatment the tb subsides, however 2 months later patient is diagnosed with pneumonia and receives a high dose of co-trimoxazole again...",https://answers.yahoo.com/question/index?qid=20080915115657AAQbGyA,P
121,121,"st. johns wart? | yahoo answers | i have been told to buy some st johns wart for my panic and anxiety attacks, are there any seriouse side affects? and for that use it, does it work? thanx x",https://answers.yahoo.com/question/index?qid=20080621030333AADeaNR,P
122,122,there is a heridity gene that makes s protein in the blood if you? | yahoo answers | don't have it you have to take coumadine the rest of your life or you get blood clots.  is there any thing else you can take for that? since taking coumadine or warfarin all your life has side effects. what would be something natural you could do?,https://answers.yahoo.com/question/index?qid=20061108185402AAANbL4,P
123,123,is there a drug interaction with wayora & warfarin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070728204015AAU7aC4,G
124,124,what medications interfere with my birth control? | yahoo answers | i use biotin and i take microgestin fe 1/20 birth control i was wondering if the biotin affects the birth control of if its fine. i know some medications make it less affective.  i also use raspberry ketone...help!?,https://answers.yahoo.com/question/index?qid=20130410142435AAUY33o,P
125,125,"reaction to antibiotics? | yahoo answers | i stared taking the antibiotic tetracycline two days ago and i noticed about 1 hour after i had taken it the first time that i was feeling light headed, i could hardly feel my legs, my heart was beating twice the speed it usually does and i had trouble breathing. today i took it again and couldn't feel my legs,...",https://answers.yahoo.com/question/index?qid=20120119094740AArxwrj,P
126,126,short term celebrex with coumadin? | yahoo answers | are there any severe side effects with taking celebrex for 2 weeks with coumadin?,https://answers.yahoo.com/question/index?qid=20100518052704AAok3JM,P
127,127,stanozolol is it bad for a 16 year old? | yahoo answers | it says stanozolol has no androgenic effects so it shouldn't negativley effect me right?,https://answers.yahoo.com/question/index?qid=20100612151719AA4og09,P
128,128,i take cumidin and my hand are always freezing!? | yahoo answers | it makes me crazy. is there any relation? and if so can i do something about it? besides wearing gloves,https://answers.yahoo.com/question/index?qid=20090122213531AAvO9IQ,P
129,129,"birth control mixed with other medications? | yahoo answers | i'm taking loestrin fe 1/20 oral, and wanted to find out what other medications, if taken in combination with this would decrease the effectiveness.  i know that antbiotics can decrease effectiveness, but does anyone know of any other drugs that may do the same?  i also take tramadol for back pain.",https://answers.yahoo.com/question/index?qid=20070307211144AA1M0UZ,P
130,130,"how effective is doxycycline for acne? | yahoo answers | ok so i've been suffering from moderate acne and really oily skin since i was around 13. i'm now 18 and nothing has worked (only works short-term). i was on erythromycin for about 8 months and my skin really cleared up, but as soon as i got off, things went back to normal. my dermatologist then gave me...",https://answers.yahoo.com/question/index?qid=20110322045019AA72fbo,P
131,131,"my son just took a slurp of his brothers antibiotic....? | yahoo answers | i had my infant sons antibiotic, solfamethoxazole out on the table, (i thought the child cap was on securly) and i turn for one second and my two year old had taken the cap off and looks like he took a slurp of it. is he going to be ok? i would think he would be fine but thought i would ask to make sure. im not...",https://answers.yahoo.com/question/index?qid=20100616194950AA7bv9W,P
132,132,"low inr, what should i do? | yahoo answers | two years ago, i developed a dvt with multiple pe. i was put on coumadin until i got pregnant, then i was switched to lovenox. one month ago i was switched back to coumadin following the birth of my son. i've been taking 10 mg every day for the past month. today my inr was 0.8. my coumadin has been increased...",https://answers.yahoo.com/question/index?qid=20120427185820AArsM3n,P
133,133,i have been diagnosed with atrial fibrillation what can i expect? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070714163400AAI4m60,P
134,134,any new drugs on the market? | yahoo answers | i need to find current articles on *new* drugs. thanks in advance!,https://answers.yahoo.com/question/index?qid=20101119153930AAiohSL,G
135,135,how many cups of ginger root can i drink daily? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20100321134430AAlcdqY,P
136,136,st. johns wort and libido? | yahoo answers | i have been taking st. johns wort for a two months. after about 3 weeks i really started to notice a difference.  i had less mood swings and stayed fairly pleasant.  a doctor then put me on spironolactone (about 3 weeks ago).  i have noticed that i am feeling the way i did before i started the st. johns wort and...,https://answers.yahoo.com/question/index?qid=20071121095216AAEIuIZ,P
137,137,"any ideas of what to do? | yahoo answers | right, a bit complicated but long story short!after having my daughter - 6 months ago - 4 months ago i was diagnosed with p.e (clots on the lungs)so am on warfarin ( blood thinners) and injectionsi keep getting chest pains im not sure what it isi ask my doctor and he keeps saying im paranoid - can you blame...",https://answers.yahoo.com/question/index?qid=20110514161833AAttbeK,P
138,138,"what kind of medicine is there for heart patients? | yahoo answers | other than asprin, what kind of anticoagulants are there.",https://answers.yahoo.com/question/index?qid=20060717145812AAtUZkX,G
139,139,"natural remedies for depression? | yahoo answers | i've been battling depression my whole life, and i can usually tolerate the symptoms without medication. i recently quit smoking (about a month ago), so my symptoms are getting a little unbearable. i was wondering if anyone knew of any natural or herbal remedies for depression. i can't take st. john's...",https://answers.yahoo.com/question/index?qid=20070325071142AAKqJZU,P
140,140,"can some one with medical experience help me? | yahoo answers | i have been having this pain in breast on the left side and it shouts up my neck i have been to the doctor and they checked my heart i had a ekg and it was normal .i have norplant in my left arm and its been there for awhile so could it be nerve damage maybe the norplant is sitting on a nerve ,i am really getetting...",https://answers.yahoo.com/question/index?qid=20090218154851AAkOc6U,P
141,141,will this interfere with my birth control pills? | yahoo answers | okay so i've been taking birth control pills for about 2 1/2 years now and they work great. about 5 months ago i switched from yasmin to ortho tri cyclen. now i have also started taking breast assure complex pills. which are a breast enhancment pills.now my question is will the breast assure interefere with my...,https://answers.yahoo.com/question/index?qid=20100314161125AAPIbu2,P
142,142,"what are some natural remedies for period cramps? | yahoo answers | i dont take pills, at all, and i want to know what some natural things i can eat are that will help with cramps. i know bananas help, but they dont always help me. i have also tried cinnamon tea... didnt work at all.... help!",https://answers.yahoo.com/question/index?qid=20071123164000AAqtM5A,P
143,143,"period cramps? | yahoo answers | hey i just got my period and i am first reallly moody, and second have horrible cramps that i had to leave school for. any ideas for the cramps?  i can't take ibuprofen because of this other medicine i take.",https://answers.yahoo.com/question/index?qid=20071130183030AAGmVyL,P
144,144,i have really bad cramps! <:c help!? | yahoo answers | i need natural remedies to help me! i have no midol!!! please help! im like crying here! <:'''c,https://answers.yahoo.com/question/index?qid=20071204194730AAbw1Mz,P
145,145,how to get rid of cramps? | yahoo answers | i have takin midol  and that didnt help. so a half hour later i took two mortin and i tried a heating pad too but nothing is working. please help.,https://answers.yahoo.com/question/index?qid=20071130075745AAqEseT,P
146,146,menstrual cramps? | yahoo answers | how to relieve the pain? i've never had them this bad since i first started my period 5 years ago. i cant walk it hurts so bad. any home remedies?,https://answers.yahoo.com/question/index?qid=20071203163252AA0DjTz,P
147,147,"i ate wolfberry fruit from china and had extreme diarrhea? | yahoo answers | is this common for wolfberry?  i heard it is a great anti oxidant but i had some of these seeds in my oatmeal yesterday and all i can say is wow, was i glad i had the day off.   not only did my stomach give me trouble for over 12 hours, i had very vivid dreams, not sure why but i am going through a period of very...",https://answers.yahoo.com/question/index?qid=20120723164952AApIFr7,P
148,148,can i take any over the counter medicine for pain while im taking ciprofloxacin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20091126022159AAe95X0,P
149,149,bad menstraul cramps? | yahoo answers | im 18 and get the worst menstrual cramps ever i get nautious and other embarrasing things too i cant even get out of bed let alone to school and i dont eat for like the first two days is there a way to stop this,https://answers.yahoo.com/question/index?qid=20070914074421AAPJw8Z,P
150,150,"green tea supplements? side affects..? | yahoo answers | i was looking into taking some of them but the bottle said that you should take if you have any of the following: anxiety, depression, or if you take birth control. i have/take all of the above. do you think that would honestly affect me? thanks!",https://answers.yahoo.com/question/index?qid=20070222100656AAhx5RJ,P
151,151,is it ok to take methimazole tablet (10 mg) thrice a day and multivitamine for thyroid disorder ? | yahoo answers | what is the side effects of multivitamine? i have been asked to take for two months.,https://answers.yahoo.com/question/index?qid=20080624055601AAqcdug,P
152,152,yaz and metformin interactions? | yahoo answers | my doctor put me on metformin because of weight issues and yaz for birth control and it keeps my face clear. she didn't say anything about any interactions but i'm still wondering if there is any chance the metformin can alter the effectiveness of the yaz.,https://answers.yahoo.com/question/index?qid=20110114204655AA5LOC7,P
153,153,does lisinopril 20 mg. cause bleeding or blood thining in your body? | yahoo answers | does lisinopril 20 mg. cause bleeding like blood shot eyes or nose bleeds by thinning your blood?,https://answers.yahoo.com/question/index?qid=20090331232825AAnS9o4,P
154,154,"sudden appearance of bruises? why and how to cure it? | yahoo answers | yesterday my dad was surprised to why i have a bruise near my elbow. i don't really know why, and i don't remember anything what could have caused it. then awhileago i feel pain near my appendix location, then later this night i saw a bruise. i was shocked and surprised, i don't know how it got there....",https://answers.yahoo.com/question/index?qid=20140103020240AAuAbkI,P
155,155,can i get a tattoo even though the doctors say no? | yahoo answers | im on warfin blood thinners and want to get a new tattoo but the doctors say not because of my blood thinners but because of infection could i not just take an antibodice before i got one and be safe?,https://answers.yahoo.com/question/index?qid=20100213205424AAtaWDb,P
156,156,"i was diagnosed with an avm, can i take ibuprofen for joint pain? | yahoo answers | my avm is approx the size of a large marble, left temporal area, seems to be affecting my balance, speech...has not bled and was seen on my mri. i'm lucky to have it found at this point. gamma knife is an option i'm considering. my neuro surgeon, one of the best in california, says it's okay for me to...",https://answers.yahoo.com/question/index?qid=20090613094932AAPNZF9,P
157,157,how to have a baby when your on coumadin? | yahoo answers | i want to get pregnant but my cardiologist says its not safe when i am on coumadin. i agree because of all the things it can do to an unborn child. but does anyone know what to do when your in this situation what do i do. i know lovinox is another option but not every review has been good. please let me know what...,https://answers.yahoo.com/question/index?qid=20120511183731AACGb2l,P
158,158,"is coumadin ototoxic? | yahoo answers | my husband has been taking coumadin for since april for blood clots in his lungs. lately he has been experiencing ringing in his ears (tinnitus), and i am wondering if it is due to the blood thinners. if it is a side effect of the coumadin, is it temporary or permanent?",https://answers.yahoo.com/question/index?qid=20091002190433AAIx8s2,P
159,159,what is the difference between coumadin and enoxaprin? | yahoo answers | trying to figure out why a patient would be receiving enoxaprin over coumadin...?,https://answers.yahoo.com/question/index?qid=20110510062414AACfxgE,G
160,160,any drug interaction with inderal and diphenhydramine? | yahoo answers | i take a low dose of inderal and i'm wondering if i can take one benadryl that only has one ingredient (diphenhydramine)....will there be any bad side affects besides drowsiness??? i can't get through to my pharmacist tonight for some reason...,https://answers.yahoo.com/question/index?qid=20061208231629AA1YNUO,P
161,161,"can a guy take 25 mg of trazodone and be safe of getting priapism? | yahoo answers | doctor prescribed me trazodone for sleep, im afraid of priapism though, i took 25 mg and it did help me sleep, but what are the chances to have priapism using this drug?",https://answers.yahoo.com/question/index?qid=20090801170258AADwOnY,P
162,162,can anyone give me any information on st.johns wort? | yahoo answers | like what effects it has on your body and should you only be using it if you have depression?,https://answers.yahoo.com/question/index?qid=20080330131401AAAwMPi,P
163,163,"how safe exactly is 'prodaxa' compared to other medications? and is ' boehringer ingelheim' a trusted company? | yahoo answers | my grandmother is taking this medication vs. 'comadin' because she's able to eat more food. her other argument is that this medication is used to kill rats. she's 80 years old, and frequently has high blood pressure. if you need any more information just ask, i would really like this question...",https://answers.yahoo.com/question/index?qid=20110806184803AAvZreK,P
164,164,"why does my nose keep bleeding? | yahoo answers | ok earlier my nose just started bleeding, for no apparent reason. i wasn't picking at it or anything, or rubbing it, just started bleeding. well, it stopped for a couple of hours, and now it's bleeding again. i don't understand what's going on?",https://answers.yahoo.com/question/index?qid=20090513192616AAJDPrn,P
165,165,"what does a mourning nose bleed mean? | yahoo answers | i woke up, went to my mirror, and saw blood pouring out of my right nostril. there was alot, and actually some of it was pretty thick. but it was only my right nostril. its important to note that when i went back to look at my pillow, there was no blood. so, im assuming the blood did not start coming down until i...",https://answers.yahoo.com/question/index?qid=20081112065152AA2jUuY,P
166,166,metrogel for rosasha? | yahoo answers | my face gets very red and hot sometimes and it might be rosasha so my doctor said to try metrogel twice a day. has this worked for anyone?,https://answers.yahoo.com/question/index?qid=20070325200218AAUCiF2,P
167,167,why do i keep getting a bloody nose? | yahoo answers | i have gotten 1 a day for the last 3 days...i am 20 and haven't got a bloody nose since i was a little kid.  what could be causing this?,https://answers.yahoo.com/question/index?qid=20091210061506AAtniU6,P
168,168,"i have just been diagnosed with lupus. 17 yrs old? | yahoo answers | hello friends. im a 17 year old girl who has just been diagnosed with lupus....and ill be honest.. im really worried about it. however. life is beautifully short. so im determined to learn as much as i can about it and get stuck in to fixing it. im still not entirely sure what lupus involves, its effects, and how...",https://answers.yahoo.com/question/index?qid=20080712001535AAlLLc1,P
169,169,is it safe to eat a pomegranate with prozac? | yahoo answers | i recently started taking prozac. i've heard its not safe to eat a pomegranate with it. is that true?,https://answers.yahoo.com/question/index?qid=20130105135210AAfSP6c,P
170,170,"im taking prozac for anxiety a d chronic pain, what do you kno about this medication? | yahoo answers | i left narcotics a while ago.  cymbalta and similar thugs never ever worked for me now i'm taking prozac starting today and another one next week callled nur something   anyways what do these do?",https://answers.yahoo.com/question/index?qid=20110816233638AAEsn0w,P
171,171,"is there a scientific/chemical explanation as to why saint john's wort is said to interfere with birth control | yahoo answers | i know that there is anecdotal evidence that sjw can decrease the effectiveness of oral contraceptives, but is there any solid evidence or proof that it is actually the culprit in these incidences rather than there being another possible cause? if so, what is the chemical action that causes the interference? also,...",https://answers.yahoo.com/question/index?qid=20070227183350AApL0nG,P
172,172,"what causes nose bleeds? | yahoo answers | when my cousin was little he had terrible nose bleeds all the time, i wondered what causes them",https://answers.yahoo.com/question/index?qid=20081115055018AARqbmD,P
173,173,what drug interactions occur if  the following are administered at the same time? | yahoo answers | a)cimetidine and propranolol b) phenelzine and broad beans or cheddar cheese c) tetracyclines and antacids d) alcohol and diazepam e) warfarin and lots of cabbage,https://answers.yahoo.com/question/index?qid=20090808100231AAmeYGv,G
174,174,"is it safe to take heart medications, blood thinners, and blood pressure medicine with penicillin? | yahoo answers | my grandfather was recently hospitalized for a 99% clogged artery. he survived, and he is doing well now, except that he is having some side effects from the medication he is taking. particularly the medication plavix.he coughs constantly, and gets very dizzy very easily. my grandmother is worried that the...",https://answers.yahoo.com/question/index?qid=20081124125928AAZKhxq,P
175,175,"what kind of pill it this? | yahoo answers | its not so small, its oval shaped & is a light yellowish color? on one side it says 10 and on the other side it says  e 797 what kind of pill is this?",https://answers.yahoo.com/question/index?qid=20081104163543AARbaCf,P
176,176,"i don't want to take coumadin anymore, and i'm looking for an herbal/natural supplement? | yahoo answers | i care a lot about what i put into my body, and i don't like the limitations coumadin puts on me. i don't want a restricted greens diet, and i don't want to spend my life avoiding ginseng and kelp and ginger. i'm looking for a natural way to regulate myself the way coumadin does.",https://answers.yahoo.com/question/index?qid=20111115101359AADYzi7,P
177,177,what is a good heart rate after walking 2 miles at age 67.? | yahoo answers | i'm 67 years old. i had open heart surgery 6 months ago. i had a valve replacement and a double by past. and also something for a fib. i am up to walking 2 miles every morning. i check my pulse rate right after i finish walking. my pulse rate is between 61 and 70 and my blood pressure is around 120/74. is this...,https://answers.yahoo.com/question/index?qid=20150930080456AAzo54C,P
178,178,does dong quai induce miscarriage? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20110107165655AAQaMeY,G
179,179,"attn: people who have used lovenox or coumadin..i have a question for you.? | yahoo answers | i just found out today i will be on blood thinners the rest of my life. i am currently on 5 mg of coumadin daily. however, i had lovenox injections jointly with coumadin in the hospital until it took effect. my question is, would you rather have the lovenox injections or coumadin pills for the rest of your life?...",https://answers.yahoo.com/question/index?qid=20070814202322AAdfljB,P
180,180,what are two ways to treat high cholesterol without using any medication? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20120612060825AAaiUOq,G
181,181,is kemodyn drug of choice to treat a stroke patient? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20061016033019AAU3ANK,G
182,182,how long do you have to wait to take tylenol if you already took propoxyphene? | yahoo answers | i heard that it is dangerous to take propoxyphene and tylenol at the same time. andi just want to know how long you have to wait if you took propoxyphene. ,https://answers.yahoo.com/question/index?qid=20080819153113AAnJZyf,P
183,183,"whats up with saw palmetto? | yahoo answers | i know its used to help enlarged prostate and can also help with dht production and hair loss, but as for ""side affects""?? some people say it made there sex drive skyrocket cuz its a light aphrodesiac, others say it made it shoot down?? whats the deal?? which one is it? does anyone know a good list of side affects,...",https://answers.yahoo.com/question/index?qid=20081102091945AA2heb3,P
184,184,sound like a kidney infection? | yahoo answers | i have a pain in my left side underneath my ribs in the front and in my back (same place) my urine smells a little bit and sometimes when i go to the restroom i cant pee all the way it seems like. i've had a kidney infection before but i had fever and nausea and just straight felt like crap. does this sound...,https://answers.yahoo.com/question/index?qid=20091101151336AAGzQ73,P
185,185,do blood thinners make you feel weak and tender all over? | yahoo answers | my legs and arms hurt and i feel weak since taking warfarin sodium 4 mg,https://answers.yahoo.com/question/index?qid=20101006215510AA4w6kh,P
186,186,"could getting a steroid (cortisone) shot for plantar fasciitis have anything to do w/ a facial infection? | yahoo answers | i have had a big problem with plantar fasciitis over the past year and have received 2 shots in my heel in that time.  i had one last april (2007) and one last month (january 2008).  within the last week (today is feb. 9th) i have had swelling in my face and have been diagnosed with a ""facial infection."" ...",https://answers.yahoo.com/question/index?qid=20080210001632AAFZudY,P
187,187,doctors & physicians- what is the treatment for deep venous thrombosis??? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20080707120418AAoiZ8t,P
188,188,"can you have sex? | yahoo answers | if your on a blood thinner pill? see im taking a blood thinner pill called coumadin and though sex isnt a big deal in my relationship, can i still have sex. surely i'm going to wait a few weeks maybe months before having sex again so my body can get used to the pill, that is if sex is even safe while...",https://answers.yahoo.com/question/index?qid=20080718125528AAiNzHo,P
189,189,cardiac pacemaker for these issues? | yahoo answers | i am 18 and i have rapid heart rates at rest. i have been on toprol (a beta blocker) and my symptoms have really affected my life which led to me getting this pacemaker. i also have exercise intolerance because my heart remains unchanged instead of increasing and decreasing in response to activity level. i have...,https://answers.yahoo.com/question/index?qid=20091006193941AAStuHk,P
190,190,"do breast enhancment pills interfere with birth control pills? | yahoo answers | i have been taking yasmin birth control for a while now..and i have these breast enhancment pills called ""breast assure complex""  my question is will the breast enhancment pills interfere with my birth control pills or make them less effective?",https://answers.yahoo.com/question/index?qid=20091109213405AANGgQM,P
191,191,"how to use centrum ? ? | yahoo answers | i want to use centrum ,and i want to know how to use it ? before,after,with food ?? with or without water ? in what time ? ",https://answers.yahoo.com/question/index?qid=20081121170417AAFBsZH,P
192,192,"has anyone had a catheter ablation procedure to cure a heart arrythmia? | yahoo answers | if so, what was your experience? any side effects, was it successful, have you had any symptoms after?",https://answers.yahoo.com/question/index?qid=20110723181400AAkcWKO,P
193,193,"what will happen, if take ginkgo bioba for long term? | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20100130165508AAYICe7,P
194,194,"does flaxseed oil interfere with other supplements and medications? | yahoo answers | i am currently taking gnc women's ultra mega active vitapak, a 100% whey protein shake, and am on ortho-tri cyclen lo birth control. will taking flaxseed oil interfere with any of these?",https://answers.yahoo.com/question/index?qid=20080202132336AAQO2XB,P
195,195,"why am i getting frequent nosebleeds? | yahoo answers | i've never had a problem with nosebleeds before, but now they're happening several times a week.  this has been going on for about a month now...is it something i should be worried about, or is it just the humidity?",https://answers.yahoo.com/question/index?qid=20090708161258AA5kePW,P
196,196,what will non-aspirin pain relievers do too you? | yahoo answers | if you yake too miny?,https://answers.yahoo.com/question/index?qid=20070320225209AAlfGcB,P
197,197,"does anyone know what this means? doctors,pharmacist? | yahoo answers | drugs metabolized by cytochrome p450 (e.g., diazepam, warfarin, phenytoin, cyclosporine, disulfiram, benzodiazepines): omeprazole can prolong their elimination. monitor to determine need for possible dose adjustments when taken with omeprazole (7) ??????????anyways i do have anxiety and am wondering if it...",https://answers.yahoo.com/question/index?qid=20090519212334AAxkRML,P
198,198,"would you please tell me what dvt is? | yahoo answers | i figured out that it's related to my swolen ankle, but after that, i'm stumped. thanks.",https://answers.yahoo.com/question/index?qid=20070516233025AAvQifl,P
199,199,"pinkish urine from a cat? | yahoo answers | i have a 2 years old female cat. for about almost 2 months she has a constipation problem, or what i thought it was. so, i've been giving her laxatone. and, somewhat it's been helping her with pooping. and, sometimes she does has a hairball problem too due to her long hair. she still does go back and for to...",https://answers.yahoo.com/question/index?qid=20090513114704AATzeY4,P
200,200,can being poisoned from rat poisoning cause infertility in humans? | yahoo answers | i want to know for personal reasons...i've searched everything but found nothing on it.  i would really like an answer!,https://answers.yahoo.com/question/index?qid=20110531203924AAtMGfh,P
201,201,"if medicines like ibuprofen are anti-inflammatory, why do they inflame the digestive system? | yahoo answers | with nsaids you are advised to take them with food as otherwise they will eat through your stomach, which seems contradictory to me.",https://answers.yahoo.com/question/index?qid=20070805062507AAiMAyT,P
202,202,if i have lupus anticogulant? | yahoo answers | how difficult is it going to be to get my doctor to prescribe clomid. i have pcos. please only nice answers...and helpful ones pretty please,https://answers.yahoo.com/question/index?qid=20080629191648AAUlYOA,P
203,203,is st john's wart safe?? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20100721053532AAYVKmn,P
204,204,"could eating garlic cloves used to cook beans cause serious gas problems? | yahoo answers | i was told the reason we put garlic cloves, an onion, a potato, etc, in beans while they're boiling is to soak up the ""gas"". is this true?i ""think"" i may have also heard once that you're supposed to ""remove"" the garlic, onion, or potato, when the beans are fully cooked, and...",https://answers.yahoo.com/question/index?qid=20101006123114AAdTtwI,P
205,205,"is drinking too much tea not good for you? | yahoo answers | i try to drink tea between little meals, because it makes me kind of full. and i always want somethin in my mouth so i drink it. and i heard that if you drink warm stuff it speeds up your metabolism.  im trying to really lose weight :(",https://answers.yahoo.com/question/index?qid=20080311171015AAcjP36,P
206,206,does vinpocetine cause weight gain? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20060710135940AAX6O9J,G
207,207,"zoloft for anxiety issues? | yahoo answers | i have been having extremely bad anxiety for one month as of yesterday.  i have no idea whats causing it, but its getting worse and is always really bad when im in a car especially while driving.  i have also been having panic attacks associated with this anxiety.  i went to a psychiatrist and he gave me 0.25 mg...",https://answers.yahoo.com/question/index?qid=20100720081957AAittJn,P
208,208,"what are the possible reasons i don't clot well? | yahoo answers | i have a cut on my finger that won't stop bleeding. it's not bleeding badly, but it's been oozing for about a day now.  i have a history of this as well. for instance, i had a dental procedure recently and the bleeding didn't stop completely until after a week. i know most of the common ways to stop...",https://answers.yahoo.com/question/index?qid=20070409090423AAHqhok,P
209,209,throwing up clumps of blood.? | yahoo answers | okay last night i had a cocktail or two with some friends. i woke up this morning and started throwing up. i've noticed my vomit had little round clumps of blood in it. i've also been needing to go to a doctor about blood on my t.p. after using the bathroom. stomach pain. diarrhea. itchy butthole. i've...,https://answers.yahoo.com/question/index?qid=20110125054956AAnUuem,P
210,210,"can a brain clot reappear? | yahoo answers | i just healed from a tiny brain clot 3 weeks ago, i wanna know if its possible that it could appear in the future?",https://answers.yahoo.com/question/index?qid=20091211012038AA98WDu,P
211,211,"i have hypothyroid. its very long since ive had fever.why ? | yahoo answers | i am taking thyroxin 150mcg daily. whenever there is a infection, i feel  tired, body pains, headache and all that except that i dont run high temperature.  like everybody else, after taking in proper drugs, i feel alright after a couple of days.during my chilhood when i have fever, i used to run high body...",https://answers.yahoo.com/question/index?qid=20070304013714AAL1AJM,P
212,212,"what does urine consists of? water and salt? | yahoo answers | does urine contain water, salt and waste? what else does it contain?",https://answers.yahoo.com/question/index?qid=20070128173452AA35JRd,P
213,213,"i really need an honest answer on this one? | yahoo answers | please don't go ""eww gross"" or anything else like that. after saying that here is my question:for the past two weeks or so my urine has been extremely pale. at it's darkest it is pale yellow, at it's lightest it has been completely clear. i haven't changed my eating habits, haven't...",https://answers.yahoo.com/question/index?qid=20070716002954AA7zTtz,P
214,214,is sulphur in a soap or skin ointment a good remedy for skin problems ? like what is the action of sulphur ? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20100726052949AA4XX0H,P
215,215,"extreme pain from cold.? | yahoo answers | trying to google with these terms proves pointless, so i thought i'd ask here.my father-in-law is suffering from extreme pain from even the slightest bit of cold he even thinks in is the air.  my fiancee is burning up in a sweat, and my father-in-law is hyperventilating because he thinks it's cold as he...",https://answers.yahoo.com/question/index?qid=20080401085245AAVokaJ,P
216,216,does anyone know any info. on focalin a new add medication? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20081112182454AA9N1Df,P
217,217,"why don't energy drinks or 5-hour e work for me? | yahoo answers | i'm 27 and whenever i need to stay awake i usually drink a red-bull, energy shot, or coffee - but they don't do anything for me. i end up crashing really bad nearly 2 hours after taking something like this - anybody have some suggestions?",https://answers.yahoo.com/question/index?qid=20100330072906AAfQAUl,P
