,V1,V2,V3
1,1,what are azithromycin side effects? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20100906131213AA6ElRj
101,101,when you take the antibiotic for chlamydia why do you get ? | yahoo answers | stomach pains i heard it's the side effects so that mean the antibiotics is working?,https://answers.yahoo.com/question/index?qid=20130504092635AAl6pvE
102,102,"azithromycin and hearing loss? | yahoo answers | im in need of some serious help here!about a month ago i had a bad ear infection and my doctor perscribed azithromycin  (also taken in the past) and i took it and the ear infection went away.. then about 2 weeks later, i woke up, and i had extreme sound sensitivity and went  deaf in my one ear, it came back...",https://answers.yahoo.com/question/index?qid=20080508202227AAp2BTE
103,103,"what could/can't you do on antibiotic treatments? | yahoo answers | i'm on z-pak, and my infection isn't bad at all, i don't even really feel sick, i just have a slight balance problem and had hot flashes, doc says it's probably sinus infection, but i hardly feel it.1) is it okay to drink milk products, have yogurt on this med, and eat basically anything, or...",https://answers.yahoo.com/question/index?qid=20070825085103AAddQWH
104,104,"help with azithromycin? | yahoo answers | i'm on azithromycin for bronchitis and it's making me really sick as a side effect. i have to go back to work tomorrow though, so what should i do?",https://answers.yahoo.com/question/index?qid=20090113171458AAe3m0Q
105,105,"is it ok to drink beer after taking antibiotics ? | yahoo answers | so i have a flu, i'm taking antibiotics (today is last) for three days, i took the pill about 6-8 hours ago, is it ok to drink some beer ?all i have now is nose blocked, the sore throat and temp are all gone.the antibiotic i'm drinking (1 capsule per day for 3 days) is named azimak ( it has a side...",https://answers.yahoo.com/question/index?qid=20130804063149AAozecG
106,106,how long would azithromycin[zithromax] stay in your system if you took a dosage of 1 gram at in a single dose? | yahoo answers | i'd like a doctor or someone in the field of medicine/antibiotics knowledge to help me understand. i read the half life is 68 hours and it takes 5 half lives to finish the course of this particular antibiotic if you take 500mg. so would it take 29-30 days for this dosage to be completely out of my system. i...,https://answers.yahoo.com/question/index?qid=20110905213326AAwtNUl
107,107,"developed a sore throat after taking azithromycin, 10pts? | yahoo answers | i have been suffering from a sinus infection for 2 weeks and finally decided to goto the doctor. he prescribed a z-pack. after taking the first dosage, i began to develop a sore throat.now its 1am and i can't sleep b/c its so sore? what the hell?can anybody tell me if this is a side effect or what...",https://answers.yahoo.com/question/index?qid=20090702222006AAOXIvt
108,108,"i've been taking predisone and azyrthromicin for a couple of days. when i take em together i get a headache? | yahoo answers | i have been taking the predisone for a couple of days, 1 tablet every 4-5 hours with no side effects. i am also to take my azyrthomicin around 6pm (same time as predisone tablet), and i start to get a mild headache and sometimes a slightly slighty more noticeable heartbeat. is that normal?",https://answers.yahoo.com/question/index?qid=20091118175110AADEvMo
109,109,"azithromycin and depression? | yahoo answers | alright so for those of you who know what this drug is, its an antibiotic type thing given to me for bronchitis. its a 5 day thing, and today is the 5th day. i took it every morning and well, its actualy sorta the 6th day. i know it sounds a bit ridiculous, but over the past hour or so ive been becoming sadder and...",https://answers.yahoo.com/question/index?qid=20091128205135AAoiT9W
110,110,"azithromycin (antibiotic) and pink/orange urine? | yahoo answers | my 7 week old daughter is taking 1.25 ml daily and has had 2 doses already for pneumonia and i just changed her diaper and her urine looks pinkish orange. im not sure if its just coloring from the antibiotic, blood or if its just not normal. there is alot of sugar in the azithromycin. ",https://answers.yahoo.com/question/index?qid=20081102183053AA0qcFh
111,111,"how long does azithromycin take to have an effect on tonsillitis? | yahoo answers | i've been perscribed azithromycin for my tonsillitis, taking two 250mg capsules once a day, it is now the third day and i feel no better, still getting fevers of 102 - 103 every night, my throat is killing me, and i feel extremely off. it seems like nothing has changed at all. when should i start feeling better?",https://answers.yahoo.com/question/index?qid=20110906054312AAiIb6Q
112,112,"prednisone 20mg (9-day course) side effects? | yahoo answers | at 2130, i began taking 3 tablets of 20mg prednisone and 1 tablet of azithromycin 500mg. at 0100, i couldn't stop coughing and took 2 tablets of mucinex-d as recommended. i also rubbed a small amount of vick's vapor rub on my chest. it is now 0523 and i am having a few questionable side effects. i...",https://answers.yahoo.com/question/index?qid=20110924023138AAV2jxg
113,113,"is arithromycin the same thing as azithromycin and zithromax? | yahoo answers | just wondering because i have tonsilitis and there aren't many antibiotics i can take because of allergies, but the z-pack is a very safe one for me - however, i am in australia and they've never heard of azithromycin!!!! help please.",https://answers.yahoo.com/question/index?qid=20080510090933AAhcMeH
114,114,antibiotic azithromycin and weight lifting? | yahoo answers | is there any adverse effect in weight lifting and taking the antibiotic azithromycin? or taking an energy drink  i was only able to find information on fluoroquinolones and that they are bad to take and do strenuous exercise with.  thanks for any info.,https://answers.yahoo.com/question/index?qid=20090325084107AAZIlPM
115,115,"prednisone, azithromycin, and alchohol.? | yahoo answers | i've been put on prednisone and azithromycin for a bacterial infection in my lungs and wanted to know if drinking on these medications would be harmfull. i take two prednisone and one azithromycin in the morning *tomorrow it will be 6am* and was hopeing to get started drinking with some friends between 6pm-9pm...",https://answers.yahoo.com/question/index?qid=20120815214842AApC6kT
116,116,"should i take my antibiotics for otitis media? | yahoo answers | yesterday the doctors gave me azithromycin for my ear infection, but i have read all the side effects and really don t want to take the chance on using the pills. should i take them or wait and see if it goes away by itself?",https://answers.yahoo.com/question/index?qid=20160801084103AAMBXrM
117,117,erythromycin v. azithromycin? | yahoo answers | pid treatment...i was in a coma back in 1997 and the doctor gave me erythromycin- i had a severe allergic reaction and never took it after that (i was in a coma and didn't even know lol) i still have small white bumps all over my chest from the hives but they are not a problem...now i possibly have pid and...,https://answers.yahoo.com/question/index?qid=20131213180237AAZmyPj
118,118,stomachache from azithromycin? | yahoo answers | i just took one gram of azithromycin for an infection and now i have a horrible stomach ache. any suggestions?,https://answers.yahoo.com/question/index?qid=20090303202222AAwNlmS
119,119,"advice really badd! side effects horrible. plz l00k!? | yahoo answers | this tuesday, my doctor prescribed me medicine. she prescribed to me: metronidazole 500mg. well. she calls me saying she is going to prescribe me another medicine called: azithromycin 500 mg. [[ let me advise you and tell you, that the first med that day, no side effect, no sort of illness. ]] now, ever since i...",https://answers.yahoo.com/question/index?qid=20080614025152AAokcJr
120,120,diarrhoea after taking azithromycin for chlamydia? | yahoo answers | i took 4 zithromax (azithromycin) pills at about 1.20 today to treat chlamydia. at 5.20 (4 hours later) i had diarrhoea and i am worried this will have effected the pills from working. do i need to go back to the clinic to take another 4 pills or will they have absorbed into my system by now?,https://answers.yahoo.com/question/index?qid=20111021095434AAzfE65
121,121,"antibiotic side effects? | yahoo answers | hey i'm taking this antibiotic for sinus and ear infection called azithromycin.  but i'm having severe symptoms unrelated to infection. can antibiotics cause severe stomach pain, diarrhea and fatigue?",https://answers.yahoo.com/question/index?qid=20090502121118AAUg8YD
122,122,azithromycin??? | yahoo answers | i was wondering if a doctor prescribe me 2 pills of azithromycin at 250mg if that would be enough to get rid of chlamydia?he told me to take two at one time,https://answers.yahoo.com/question/index?qid=20070307133506AAIL3WO
123,123,the medication or something more serious??? | yahoo answers | i know i need to take this to a doctor asap i am just wondering if it can wait until morning or if i should rush in tonight. i know none of you are drs just looking for anyone who has experienced it. i was diagnosed with pnemonia on monday and was put on zithromax. i havent been feeling any better but now tonight...,https://answers.yahoo.com/question/index?qid=20061004214305AAq7mJH
124,124,"are these normal side effects? | yahoo answers | azithromycin 250mg. i took 2. i'm now nauseated, and am getting stomach pain every few minutes. is this normal for someone on this med?",https://answers.yahoo.com/question/index?qid=20121001232218AALmuY4
125,125,azithromycin antibiotic and lexapro? | yahoo answers | is it o.k to mix these together?,https://answers.yahoo.com/question/index?qid=20091224151651AAxprPt
126,126,is miralax safe to take with another perscriptioned drug? ? | yahoo answers | i'm taking miralax to help my constipation problem and i had bronchitis and i was giving a prescription drug called azithromycin tablets usp 250mg .. i'm 14 years old too if that's helps,https://answers.yahoo.com/question/index?qid=20120911191706AAJMTCg
127,127,"chlamydia question, azithromycin (zithromax)? | yahoo answers | i was recently diagnosed with chlamydia, i was taking doxycyline but it wasn't working so i was changed to azithromycin (zithromax). i took two tablets yesterday, i think each was 500mg. so a total of 1g. i have a swollen and very painful vagina. before we go any further, i do not have any other std's. my...",https://answers.yahoo.com/question/index?qid=20110820171553AA4OWXn
128,128,the doctor said i have bronchitis and he prescribed me with azithromycin? | yahoo answers | it's a five day treatment and i just took the first does today.  i felt the side effects like nausea diarrhea and abdominal pain(didn't really bothered me).  should i stop taking it or what?,https://answers.yahoo.com/question/index?qid=20090518173440AA9J3Bq
129,129,"does tahitian noni juice interact with azithromycin? | yahoo answers | i took a 5 dose z pack starting january 3rd for possibly strep (though i was prescribed the antibiotics without a throat culture, so unknown if it was really strep).  not sure if the azithromycin is still even in my system anymore, but i've still been feeling achy and fatigued this past week (i never felt...",https://answers.yahoo.com/question/index?qid=20130125072202AA5Ks5r
130,130,azithromycin antibiotic can it hurt me if im not sure i need it? | yahoo answers | if i take azithromycin can it hurt me if i dont have a bacteris infection -  i want to get a prescription from my dentist tomorrow but if i dont have an infection can it hurt me,https://answers.yahoo.com/question/index?qid=20090407120642AAjxqMj
131,131,"pelvic pain and stomach cramps? | yahoo answers | in october, i was treated for chlamydia with azithromycin. 3 days after taking the single does, my pubis mons and vaginal area started to get a burning feeling. i get stomach cramps and sometimes thigh and back pain. i also have white discharge, with no odor. i've been tested again twice for chlamydia and both...",https://answers.yahoo.com/question/index?qid=20101217042241AAZRlZ9
132,132,"azithromycin/zithromax/z-pack? | yahoo answers | they put me on this for a sinus infection. 500mg the first day and 250mg for the next 4 days. welp, i took it and had some nausea but then got the most horrible stomach cramps. i couldnt walk and couldnt breathe and i was doubled over almost in tears. anyone else have this effect? how did you feel while taking this?",https://answers.yahoo.com/question/index?qid=20090912211902AAIPLjV
133,133,will drinking beer affect azithromycin from working? | yahoo answers | ok turns out i have chlamydia yes i know eww but all i had to do is take pills so it can go away and it says on a paper they gaved me to not drink alcoholic beverages for 7 days.if i was to drink alcohol will it affect it in any way???,https://answers.yahoo.com/question/index?qid=20101130205145AAdIOaH
134,134,"""is zithromax azithromycin the only thing that can treat chlamydia? | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20080722232853AAUuqjY
135,135,sex 3 days after taking azithromycin for chlamydia? | yahoo answers | my partner and i took a single 1000 dose of azithromycin saturday and had protected sex today. is it possible we re-infected ourselves or should we be safe?,https://answers.yahoo.com/question/index?qid=20110502213539AAgzMrC
136,136,"still have mild symptoms after chlamydia treatment? | yahoo answers | hi, i was treated for chlamydia 10 days ago, with 4 pills, azithromycin. also was treated for ghonorrea just incase. before i was treated i was feeling dizzy and had a very uncomfortable feeling in my vagina and it burnt when i peed. now 10 days later my period just ended and i still feel a slight burning sensation...",https://answers.yahoo.com/question/index?qid=20150828181522AAjqtcD
137,137,"how long does azithromycin stay in your body? | yahoo answers | i had the z-pak thing, one 500 mg tablet a day for three days. and how long do the side effects last?also, i took it for a sinus infection that turned out to be walking pneumonia caused by some bacteria that starts with an ""m"" after trying amoxicillin and then augmentin. i've had this for about a...",https://answers.yahoo.com/question/index?qid=20111009212419AAsw9Re
138,138,"treatment for mycoplasma and klebsiella? | yahoo answers | effective pharmaceutical treatment, with  their indications and side effects",https://answers.yahoo.com/question/index?qid=20060813141332AAQGZu6
139,139,"has anyone else ever gotten erections from azithromycin (zithromax)? | yahoo answers | i  take 600 mg of azithromycin twice a week. one of the side effects for me seems to be itchy skin and a decent erection. i am curious if this medication has effected others the same. i have not found this so in a list of possible side effects for this med. i am truly enjoying it, but am curious about adverse...",https://answers.yahoo.com/question/index?qid=20100412100302AA4ZN1n
140,140,"azithromycin during pregnancy? | yahoo answers | just would like to know if anyone could help me out. i'm 6 weeks pregnant and went to the doctors today because i've been having sharp pains in my lower abdomen on one side. when she did a physical examination and placed pressure on the area i was complaining about, it hurt a lot. so i went to have an...",https://answers.yahoo.com/question/index?qid=20110808042547AAFRQAh
141,141,"do i have to finish my dosage of antibiotics if i am allergic to them? | yahoo answers | i recently started taking azithromycin (z-pack) for an infection in my throat as well as receiving an injection of rocephin to kickstart the antibiotics. when i take the z-pack medication, however, i always end up with a sllightly increased heart rate as well as a swollen face/tongue. is this a simple matter of...",https://answers.yahoo.com/question/index?qid=20121117194030AAAhz5H
142,142,i took azithromycin and...? | yahoo answers | within 45 min i was vomitting like crazy. my question is: did my body absorb the antibiotic or will i need to get it again... please help!,https://answers.yahoo.com/question/index?qid=20080522081616AAJ4I0Y
143,143,"urgent!! plz read all & help! what's happening to me??!? | yahoo answers | i been sick since sunday or monday. i woke up with a dry throat & stuffy nose so i took advil and loratadine. 2 days later, i went to the doctors and they gave me azithromycin tablets(5 days pill). i took those pills and got diarrhea then the next day which is today, i just ate eggo waffles and eggs in the morning...",https://answers.yahoo.com/question/index?qid=20111222114708AAYbvZE
144,144,"post surgery medication, septoplasty questions? | yahoo answers | i have been given prescriptions for the following medications: prednisone for swelling, azythromax (antibiotic) and vicodin for pain.  i am having trouble sleeping right now, could one of the medications be the cause?  or is it because i slept so much yesterday?  will the v help me sleep?",https://answers.yahoo.com/question/index?qid=20070215004121AAFTAEZ
145,145,"weird symptom from azithromycin? | yahoo answers | i went to the doctor yesterday, i tested positive for having the flu and some bacterial infection so the doctor prescribed me for azithromycin. i took it yesterday, and i had watery diarrhea, i took it again today, same thing. it's a little bizarre to me, but do i still take it? thanks.",https://answers.yahoo.com/question/index?qid=20121211081043AAlazjM
146,146,"azithromycin and diarrhea? | yahoo answers | i had a really bad sore throat so the doctor put my on azithromycin, but every time i take it i get diarrhea. am i allergic or something? should i stop taking it?",https://answers.yahoo.com/question/index?qid=20101218132557AAFg4eG
147,147,please help!!! i'm having an allergic reaction to azithromycin? | yahoo answers | what should i do?  this is not a joke!!!,https://answers.yahoo.com/question/index?qid=20110218225506AAxY3Sk
148,148,"i was given azithromycin,iguess they thought i had a infection,my last dose was5 days ago,? | yahoo answers | i went to hosp,today they said i had high blood presser thats it.i had shortness of breath again tonight ater going shopping?i got back and neck pain,they did,ent do a blood test",https://answers.yahoo.com/question/index?qid=20071020204551AAkovnW
149,149,"help.....weird medication side effects? | yahoo answers | well, i found out last week on the 01/19/2012 that i have chlamydia. i took on the same day 2 pills of azithromycin 500 mg which the doctor prescribed me. however, i started taking birth control on the 01/13/2012. i have on and off abdominal pain, sore nipple, over the past week my appetite increased extremly but...",https://answers.yahoo.com/question/index?qid=20120124113704AAlyu1w
150,150,"has anyone had chlamydia and gotten rid of it? | yahoo answers | if so what kind of antibiotics did u take, what side effects did u have, how how fast did it clear up?",https://answers.yahoo.com/question/index?qid=20101119175130AAKVL0R
151,151,"azithromycin treatment for chlamydia? | yahoo answers | hey.. i was just tested postivite for chlamydia.. and i need some support.i don't take medication, haven't for 3 years. i'm natural.i just have some questions, i hope to get them all answered.i'd read about allergic reactions to antibiotics... if i have taken penicillin, ammoxocillin,...",https://answers.yahoo.com/question/index?qid=20091013134403AABcHGs
152,152,empty feeling in head after taking antibiotics? | yahoo answers | i began taking anti biotics for my cold about a week ago. since then i've had the feeling that my head is just empty like if there's nothing in it. i finished taking the 5 day course of the antibiotics. is this just like a side effect? i don't have trouble doing anything or remembering anything i just...,https://answers.yahoo.com/question/index?qid=20121203174321AAJymP1
153,153,"azithromycin burning diarrhea? | yahoo answers | i recently got treated for chlamydia with four pills of azithromycin. after i took it, diarrhea started and i thought it was normal because i read online diarrhea is a common side effect. but tomorrow it will be a week since i took it, should it still last this long? and today it started burning a bit, is this...",https://answers.yahoo.com/question/index?qid=20121204154001AAwWAkM
154,154,"should i stop taking this antibiotic? | yahoo answers | my doc diagnosed me with an ear infection  a sinus infection & prescribed me a z-pack of 6 tablets of azithromycin. on the first day you're supposed to take two, so i did & about an hour later i had really bad diarrhea, but my dad just brushed it off because he said it was a common side effect. well, today, i...",https://answers.yahoo.com/question/index?qid=20120218214727AACSLwq
155,155,issues with combining azithromycin (zithromax) and alcohol ? | yahoo answers | sooo my college has their huge rivalry game tomorrow and basically everyone drinks from 9am until night time...all of my friends are coming up and it's so crazy and really fun. i read all of the azithromycin package and it says nothing about alcohol use. i have looked around online and i have found many...,https://answers.yahoo.com/question/index?qid=20111111133645AA3E2pd
156,156,"is there any side effect for a pregnant woman taking cephalexin tablet? | yahoo answers | i am 35 weeks pregnant now, there was something wrong on my urine, and the doctor advised me to take cephalexin for my urine problem. i know the doctor knows best, but is there anyone here take the same pill and had a urine problem during pregnancy? can this tablet affect my baby? thanks c"",)",https://answers.yahoo.com/question/index?qid=20081116061139AANUgR4
157,157,"what antibiotics are easier on the stomach? | yahoo answers | i have a chronic sinus infection that i have had for 3 months now. i took the z-pak first, then i took ceftin. z-pak hurt my stomach a little and ceftin was pretty gentle on the stomach for me. i have gastritis and nausea, so i get acid reflux and nausea all the time. what antibiotics have you heard or know about...",https://answers.yahoo.com/question/index?qid=20140117184137AArwyE9
158,158,is zethromax a good antibiotic? | yahoo answers | my doctor gave me it as a just in case antibiotic take 2 today and one each day for 5 days  he said my lungs sound clear but my throat was red so just incase take it for 5 days,https://answers.yahoo.com/question/index?qid=20120130222011AALUCJw
159,159,"@ at,my 8 yr old daughter has had strep for the past 3 months,? | yahoo answers | the first 2 months she was put on amoxicillin twice and friday(2 days ago) pediatrician put her on augment and besides it being so horrible awful ad she is taking it with so",https://answers.yahoo.com/question/index?qid=20110626103932AAMMv4O
160,160,desperate for advice depo side effect or pregnancy? | yahoo answers | i'm on depo - provera prov era shot since like end of jan early feb started having pregnancy symptoms after i got it and now it's gotten too 10lbs gained and morning sickness please help any ideas thoughts comments information mainly would be great thanksheadaches blackouts swollen feet pain in lower back...,https://answers.yahoo.com/question/index?qid=20120322051438AA4QYJH
161,161,"cold sweat? dizzy? blackout? help?!? | yahoo answers | okay, so. last night, i fell asleep at four am. my usual bedtime. but guess what? i had drank theraflu. o_o the drowsy one. so /that/ was retarded. but even worse, i woke up at 6:30, i stood up, and i was nauseous so i went into the bathroom with diarrhea.  (as i side effect of the azithromycin i'm taking for...",https://answers.yahoo.com/question/index?qid=20100316084439AA0cucE
162,162,can i get tested for an sti if i just finished taking azithromycin? | yahoo answers | i went to the doctor yesterday because i had burning during urination after sex and a few sharp pains in my abdominal area. turned out that one of my fallopian tubes is swollen and my urethra is also swollen. the doctor said it might be because of change of sexual partners. he gave me azithromycin to take. he also...,https://answers.yahoo.com/question/index?qid=20151007173639AAr5imi
163,163,question about azithromycin? | yahoo answers | i took 2 tablets without food and got an awful stomach ache hours later. i heard this can be a side effect and i wanted to know if i will get a stomach ache every time i take it? if i take it with food will it prevent a stomach ache? im supposed to be on it for 5 days and im a little concerned,https://answers.yahoo.com/question/index?qid=20130302171753AA9M8f4
164,164,"will azithromycin make me sick? | yahoo answers | if i don't usually react to antibiotics, is it likely that azithromycin will make me vomit? i suffer from acid reflux and the medicine (250 mg) made my reflux act up, but is it very likely that it will make me sick?  thanks!",https://answers.yahoo.com/question/index?qid=20120307185313AAF2MZE
165,165,"is it normal to have joint pain the week after sex? | yahoo answers | well, at first after sex, i feel like a strain around my upper thigh area, then throughout the week i get pain in my finger, foot, and knee. is that normal? and can azithromycin cause arthritis?",https://answers.yahoo.com/question/index?qid=20100402174808AAXRJFs
166,166,is arithomyacin in the same family as augmentin? | yahoo answers | my niece is taking  arithomyacin and developed a sort of rash on her stomach; i'm not sure if it is because of the antibiotic. she is allergic to augmentin. are these two medicines in the same family?,https://answers.yahoo.com/question/index?qid=20090117174418AAtLoSP
167,167,"azithromycin = fever? | yahoo answers | i have been sick for 4 days straight - sore throat, fever, sharp pains, chills, fatigue, which then turned into a cough and congestion too. i went to the doctor today and he prescribed me azithromycin and said i had strep. so today being the 4th day i was feeling a little better but still sick. after taking...",https://answers.yahoo.com/question/index?qid=20080218192202AAR3OlG
168,168,"do i have swine flu, please help? | yahoo answers | i just got over my fever and sore throat because my doctor gave me azithromycin. the side effects are terrible and before that i had a runny nose, headache, above 100 degrees fever, nausia, sore throat, terrible cough, chills, muscle/body aches. i dont feel like im getting any better with this tablet, i feel worse...",https://answers.yahoo.com/question/index?qid=20091020180803AARvNWH
169,169,"anyone have any experiences with clindamycin? | yahoo answers | ok can anyone give me any insight into clindamycin? i am not allergic to amoxicillin, pennicillin or azithromycin but i have never taken clindamycin and have read horror stories about the side effects. anyone have any type of experiences with clindamycin? i don't know if i am allergic to it, but i am very...",https://answers.yahoo.com/question/index?qid=20110720072718AAXgeKN
170,170,"is there any other alternative to clindamycin? | yahoo answers | i am on clindamycin a lot on and off, more so around stressful times, for mrsa that keep recurring. the side effect is usually just diarrhea which is annoying and horrible but i can deal with, but now i am  having severe abdominal pain like cramps and it really is effecting my studying (which is bad, i have an...",https://answers.yahoo.com/question/index?qid=20120313154318AAhIFmz
171,171,"i was perscribed azithromycin 500 mg two tablets, but took them 15 hours apart.? | yahoo answers | is the treatment still going be effective?",https://answers.yahoo.com/question/index?qid=20100323094113AAc02w8
172,172,could the contraceptive pill be dangerous? | yahoo answers | it seems pretty unnatural to suppress ovulation by pumping yourself full of synthetic hormones. could it have any harmful side effects?,https://answers.yahoo.com/question/index?qid=20080512021416AAjUlzU
173,173,"how safe is azithromycin ? | yahoo answers | the doctor said to take it...i took 4 pills in one day as directed and that is all. and now my stomach hurts, i want to throw up, i don't know if it's cuz i didn't eat anything all day and ate fast food (dairy queen) lol. i'm paranoid.",https://answers.yahoo.com/question/index?qid=20090430152128AAsApkC
174,174,what is azithromycin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070219154948AATJPu2
175,175,can you use fish azithromycin capsules for humans? | yahoo answers | ok i have chlamydia and to cure it i need to take 1000mg or 1g of azithromycin or zithromax and all the online stores keep saying aquatic azithromycin is it safe?,https://answers.yahoo.com/question/index?qid=20130126113001AApXffE
176,176,"taking antibiotics and my legs are really hurting - is this serious? | yahoo answers | i'm taking a pair of antibiotics to eliminate fluid behind my ear drum due to flying with a little cold. i started taking them this morning and my legs from my knee down are hurting so badly - like i've been running all day or something, even though that's not the case. is this just a side effect of the...",https://answers.yahoo.com/question/index?qid=20120222163806AAKon33
177,177,"does the antibiotic azithromycin affect birth control? | yahoo answers | my lungs are in horrible shape and that's what my doctor gave me. about three days ago, i stopped taking it. i'm in the third pill of a new pack. (orth tri-cyclen lo) i may be a little paranoid, but i just wanna know you guys' opinion. thank you! :)",https://answers.yahoo.com/question/index?qid=20130319213229AAcavYj
178,178,"is it safe to have a few drinks while taking azithromycin? | yahoo answers | i've been in latin america for a month now traveling and recently (yesterday) developed diarrhea and a bit of stomach upset. before i left, my doctor said to take an azithromycin pill if either of these symptoms existed and persisted. i took one 500mg pill today at around noon, drank some herbal tea and ate a...",https://answers.yahoo.com/question/index?qid=20111201161522AATQM3t
179,179,i took 500 mg of azithromycin. 3 hrs later i vomited pretty much everything in my stomach. will it still work? | yahoo answers | i had to take the azithromycin to clear up an infection but i got nausous a couple hours after which is a common side effect. i had abdominal pain and then vomited my entire dinner out. im wondering if the medicine will still be effective or did i pretty much spit out the medicine and need to get another dose? this...,https://answers.yahoo.com/question/index?qid=20110714070109AAnLQYl
180,180,can chlamydia give you leg pain? | yahoo answers | i was diagnosed with chlamydia from my doctor. i started taking my medication yesterday. as of right now i am feeling a really bad dull pain on my whole entire left leg down to my foot. i cant really sleep because of this.this is embarassing for me but from my understanding this std is common in the rhelm of...,https://answers.yahoo.com/question/index?qid=20110129051839AAS2WRS
181,181,"after zpack stomach pain? | yahoo answers | i just got off the zpack for a sinus infection. since starting the pills i was very sick with nausea and diarrhea. i've been off all the pills for two days now and my stomach is still upset, but i don't have diarrhea anymore.  should i be concerned? i hear the zpack is very famous for stomach problems.",https://answers.yahoo.com/question/index?qid=20120521002611AAgjmsa
182,182,"chest pain while taking azithromycin ? | yahoo answers | hi i took 4 tablets of 250 mg of azithromycin on an empty stomach ll at once as instructed . it's been an hour since and i did have mild stomach pains but they have subsided but i am having mild chest pain on my left side that come and go . it's not painful , just a quick stabbing feeling randomly . i read...",https://answers.yahoo.com/question/index?qid=20130417092533AAle2c1
183,183,"can i take co-amoxiclav and azithromycin together? | yahoo answers | have took these tabs together and am now getting stomach cramps and feeling sick ,",https://answers.yahoo.com/question/index?qid=20100708112010AAEPNNc
184,184,what can happen if you take azithromycin when you dont have an infection? | yahoo answers | i was told to take azithromycin but now they think my test was a false positive so i didn't have chlamydia to begin with. but i already took the medicine. what harm can this do? can i get chlamydia from taking the medicine if i didn't have it before? please help!,https://answers.yahoo.com/question/index?qid=20110404142025AAW285M
185,185,"missing pill/taking antibiotic...please read all and answer appropriately!? | yahoo answers | please don't tell me to take a test, as i will when my period is due. i got a couple of questions. number 1 is, i've been on the pill for 3 years, and for the most part have taken it exactly how i'm supposed to. i take it before bed every night. well, during the first week of this pack, i...",https://answers.yahoo.com/question/index?qid=20111123081519AALdjex
186,186,howd this happen in just one day? | yahoo answers | the dr put me on something called z-pac for a bacteria infection and i lost 6lbs in one day what caused this should i stop the meds im trying to get ahold of nurse she hasnt called back yet,https://answers.yahoo.com/question/index?qid=20080722101925AAau4cc
187,187,"passing only blood and mucus in stool...concerned!? | yahoo answers | i am recovering from a bad bout of strep throat and my doctor put me on azithromycin, which is the antibiotic that only lasts 5 days.  my strep has not cured as well as it should have in comparison to being on amoxicillian.  i catch strep a lot because i am a teacher and a mother who has a school-age child...lots...",https://answers.yahoo.com/question/index?qid=20090206171315AAnRL1E
188,188,can i drink alcohol if i'm taking azithromycin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070607220404AAEuW0b
189,189,"i have a couple little red blotches on my stomach/back that don't itch....? | yahoo answers | just this past wednesday i went to the doctor because i was sick and ended up getting a prescription for a 5 day z-pack (aka azithromycin aka zithromax).  i've been taking it as directed and have been having no problems with it.  just today, this morning, i noticed a couple little red blotches on my stomach and...",https://answers.yahoo.com/question/index?qid=20101015191251AABhOC8
190,190,azithromycin and sex? | yahoo answers | i'm a male. its been a day since i finished taking a z-pak. i was exposed to whooping cough and took it as a preventative. i know in girls there is a side effect with birth control. can birth control in the female be effected by the anti-biotic still being in my system?,https://answers.yahoo.com/question/index?qid=20091110214134AAygSOq
191,191,"can i smoke weed and drink alcohol while taking azithromycin for strep throat? | yahoo answers | i got perscribed today with azithromycin for strep throat and i want to smoke weed tomorrow and the rest of the weekend, and also drink alottttt on friday. will this cause any problems like a coma or death? or any other serious side effects because all the other answers ive seen said not to get drunk while taking...",https://answers.yahoo.com/question/index?qid=20090429152710AAMZ2rc
192,192,"can someone help me in pain? | yahoo answers | im being treated 4 chlamydia & i had to take four azithromycin  pills...& thee side effects are: nausea, vomitting, diarrhea and stomache pain....i had all of the effects last night except vomitting...i took my pills like at 10pm last nite & had diarrhea at like 12pm with horrible stomache pains....but today im...",https://answers.yahoo.com/question/index?qid=20110307203631AAiUK7P
193,193,"azithromycin and chlamydia issues? | yahoo answers | ok so we used a condom every time, but somehow i got chlamydia,  well i was give azithromycin (one time dose)  im just now expeirencing the signs of chlamydia, but ive been nausious and throwing up ever since i took the anti-biotic.  i went to my docter, she said it was probably just side effects to the medicine, ...",https://answers.yahoo.com/question/index?qid=20110104124711AA70J8N
194,194,vomiting while taking azithromycin? | yahoo answers | how many people have experienced vomiting while taking 2000 mg of this antibiotic at once? or does anyone know what the percentage is of people who experience this side effect while taking 2000 mg at once?,https://answers.yahoo.com/question/index?qid=20100917193925AAbVGOy
195,195,co-azithromycin chlamydia 39 weeks pregnant? | yahoo answers | im 39 weeks pregnant and i just took a drug called co-azithromycin i had to take all 8 tablets at one time its a 250 mg pill each tablet. my doc said to take them as soon as possible because im due in two days and he wants to cure my chlamydia before the baby comes i called mother risk and asked about it and they...,https://answers.yahoo.com/question/index?qid=20071221121213AAd5C2a
